ID,Category,Name,Method,MethodArgument,RegistryPath,RegistryItem,ClassName,Namespace,Property,DefaultValue,RecommendedValue,Operator,Severity
18.9.15.1,Administrative Templates: Windows Components,Connect: Require pin for pairing,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows\Connect,RequirePinForPairing,,,,0,1,>=,Medium
18.9.16.1,Administrative Templates: Windows Components,Credential User Interface: Do not display the password reveal button,Registry,,HKLM:\Software\Policies\Microsoft\Windows\CredUI,DisablePasswordReveal,,,,0,1,=,Medium
18.9.16.2,Administrative Templates: Windows Components,Credential User Interface: Enumerate administrator accounts on elevation,Registry,,HKLM:\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\CredUI,EnumerateAdministrators,,,,1,0,=,Medium
18.9.17.1,Administrative Templates: Windows Components,Data Collection and Preview Builds: Allow Diagnostic Data,Registry,,HKLM:\Software\Policies\Microsoft\Windows\DataCollection,AllowTelemetry,,,,2,1,<=,Medium
18.9.17.2,Administrative Templates: Windows Components,Data Collection and Preview Builds: Configure Authenticated Proxy usage for the Connected User Experience and Telemetry service,Registry,,HKLM:\Software\Policies\Microsoft\Windows\DataCollection,DisableEnterpriseAuthProxy,,,,0,1,=,Medium
18.9.17.3,Administrative Templates: Windows Components,Data Collection and Preview Builds: Disable OneSettings Downloads,Registry,,HKLM:\Software\Policies\Microsoft\Windows\DataCollection,DisableOneSettingsDownloads,,,,,1,=,Medium
18.9.17.4,Administrative Templates: Windows Components,Data Collection and Preview Builds: Do not show feedback notifications,Registry,,HKLM:\Software\Policies\Microsoft\Windows\DataCollection,DoNotShowFeedbackNotifications,,,,0,1,=,Medium
18.9.17.5,Administrative Templates: Windows Components,Data Collection and Preview Builds: Enable OneSettings Auditing,Registry,,HKLM:\Software\Policies\Microsoft\Windows\DataCollection,EnableOneSettingsAuditing,,,,,1,=,Medium
18.9.17.6,Administrative Templates: Windows Components,Data Collection and Preview Builds: Limit Diagnostic Log Collection,Registry,,HKLM:\Software\Policies\Microsoft\Windows\DataCollection,LimitDiagnosticLogCollection,,,,,1,=,Medium
18.9.17.7,Administrative Templates: Windows Components,Data Collection and Preview Builds: Limit Dump Collection,Registry,,HKLM:\Software\Policies\Microsoft\Windows\DataCollection,LimitDumpCollection,,,,,1,=,Medium
18.9.17.8,Administrative Templates: Windows Components,Data Collection and Preview Builds: Toggle user control over Insider builds,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows\PreviewBuilds,AllowBuildPreview,,,,1,0,=,Medium
18.9.27.1.1,Administrative Templates: Windows Components,Event Log Service: Application: Control Event Log behavior when the log file reaches its maximum size,Registry,,HKLM:\Software\Policies\Microsoft\Windows\EventLog\Application,Retention,,,,0,0,=,Medium
18.9.27.2.1,Administrative Templates: Windows Components,Event Log Service: Security: Control Event Log behavior when the log file reaches its maximum size,Registry,,HKLM:\Software\Policies\Microsoft\Windows\EventLog\Security,Retention,,,,0,0,=,Medium
18.9.27.3.1,Administrative Templates: Windows Components,Event Log Service: Setup: Control Event Log behavior when the log file reaches its maximum size,Registry,,HKLM:\Software\Policies\Microsoft\Windows\EventLog\Setup,Retention,,,,0,0,=,Medium
18.9.27.3.2,Administrative Templates: Windows Components,Event Log Service: Setup: Specify the maximum log file size (KB),Registry,,HKLM:\Software\Policies\Microsoft\Windows\EventLog\Setup,MaxSize,,,,4096,32768,>=,Medium
18.9.27.4.1,Administrative Templates: Windows Components,Event Log Service: System: Control Event Log behavior when the log file reaches its maximum size,Registry,,HKLM:\Software\Policies\Microsoft\Windows\EventLog\System,Retention,,,,0,0,=,Medium
18.9.31.2,Administrative Templates: Windows Components,File Explorer: Turn off Data Execution Prevention for Explorer,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows\Explorer,NoDataExecutionPrevention,,,,0,0,=,Medium
18.9.31.3,Administrative Templates: Windows Components,File Explorer: Turn off heap termination on corruption,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows\Explorer,NoHeapTerminationOnCorruption,,,,0,0,=,Medium
18.9.31.4,Administrative Templates: Windows Components,File Explorer: Turn off shell protocol protected mode,Registry,,HKLM:\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\Explorer,PreXPSP2ShellProtocolBehavior,,,,0,0,=,Medium
18.9.41.1,Administrative Templates: Windows Components,Location and Sensors: Turn off location,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows\LocationAndSensors,DisableLocation,,,,0,1,=,Medium
18.9.45.1,Administrative Templates: Windows Components,Messaging: Allow Message Service Cloud Sync,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\Windows\Messaging,AllowMessageSync,,,,1,0,=,Medium
18.9.46.1,Administrative Templates: Windows Components,Microsoft account: Block all consumer Microsoft account user authentication,Registry,,HKLM:\SOFTWARE\Policies\Microsoft\MicrosoftAccount,DisableUserAuth,,,,,1,=,Medium
10800,Internet Explorer,Prevent bypassing SmartScreen Filter warnings,Registry,,HKLM:\Software\Policies\Microsoft\Internet Explorer\PhishingFilter,PreventOverride,,,,,1,=,Medium
10801,Internet Explorer,Prevent bypassing SmartScreen Filter warnings about files that are not commonly downloaded from the Internet,Registry,,HKLM:\Software\Policies\Microsoft\Internet Explorer\PhishingFilter,PreventOverrideAppRepUnknown,,,,,1,=,Medium
10802,Internet Explorer,Prevent managing SmartScreen Filter,Registry,,HKLM:\Software\Policies\Microsoft\Internet Explorer\PhishingFilter,EnabledV9,,,,,1,=,Medium
10803,Internet Explorer,Prevent per-user installation of ActiveX controls,Registry,,HKLM:\Software\Policies\Microsoft\Internet Explorer\Security\ActiveX,BlockNonAdminActiveXInstall,,,,,1,=,Medium
10804,Internet Explorer,Security Zones: Do not allow users to add/delete sites,Registry,,HKLM:\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings,Security_zones_map_edit,,,,,1,=,Medium
10805,Internet Explorer,Security Zones: Do not allow users to change policies,Registry,,HKLM:\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings,Security_options_edit,,,,,1,=,Medium
10806,Internet Explorer,Security Zones: Use only machine settings,Registry,,HKLM:\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings,Security_HKLM_only,,,,,1,=,Medium
10807,Internet Explorer,Specify use of ActiveX Installer Service for installation of ActiveX controls,Registry,,HKLM:\Software\Policies\Microsoft\Windows\AxInstaller,OnlyUseAXISForActiveXInstall,,,,,1,=,Medium
10808,Internet Explorer,Turn off Crash Detection,Registry,,HKLM:\Software\Policies\Microsoft\Internet Explorer\Restrictions,NoCrashDetection,,,,,1,=,Medium
10809,Internet Explorer,Turn off the Security Settings Check feature,Registry,,HKLM:\Software\Policies\Microsoft\Internet Explorer\Security,DisableSecuritySettingsCheck,,,,,0,=,Medium
10810,Internet Explorer,Internet Control Panel: Prevent ignoring certificate errors,Registry,,HKLM:\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings,PreventIgnoreCertErrors,,,,,1,=,Medium
10811,Internet Explorer,Internet Control Panel: Advanced Page: Allow software to run or install even if the signature is invalid,Registry,,HKLM:\Software\Policies\Microsoft\Internet Explorer\Download,RunInvalidSignatures,,,,,0,=,Medium
10812,Internet Explorer,Internet Control Panel: Advanced Page: Check for server certificate revocation,Registry,,HKLM:\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings,CertificateRevocation,,,,,1,=,Medium
10813,Internet Explorer,Internet Control Panel: Advanced Page: Check for signatures on downloaded programs,Registry,,HKLM:\Software\Policies\Microsoft\Internet Explorer\Download,CheckExeSignatures,,,,,yes,=,Medium
10814,Internet Explorer,Internet Control Panel: Advanced Page: Do not allow ActiveX controls to run in Protected Mode when Enhanced Protected Mode is enabled,Registry,,HKLM:\Software\Policies\Microsoft\Internet Explorer\Main,DisableEPMCompat,,,,,1,=,Medium
10815,Internet Explorer,Internet Control Panel: Advanced Page: Turn off encryption support,Registry,,HKLM:\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings,SecureProtocols,,,,,2560,=,Medium
10816,Internet Explorer,Internet Control Panel: Advanced Page: Turn on 64-bit tab processes when running in Enhanced Protected Mode on 64-bit versions of Windows,Registry,,HKLM:\Software\Policies\Microsoft\Internet Explorer\Main,Isolation64Bit,,,,,1,=,Medium
10817,Internet Explorer,Internet Control Panel: Advanced Page: Turn on Enhanced Protected Mode,Registry,,HKLM:\Software\Policies\Microsoft\Internet Explorer\Main,Isolation,,,,,PMEM,=,Medium
10818,Internet Explorer,Internet Control Panel: Security Page: Intranet Sites: Include all network paths (UNCs),Registry,,HKLM:\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\ZoneMap,UNCAsIntranet,,,,,0,=,Medium
10819,Internet Explorer,Internet Control Panel: Security Page: Turn on certificate address mismatch warning,Registry,,HKLM:\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings,WarnOnBadCertRecving,,,,,1,=,Medium
10820,Internet Explorer,Internet Control Panel: Security Page: Internet Zone: Access data sources across domains,Registry,,HKLM:\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\3,1406,,,,,3,=,Medium
10821,Internet Explorer,"Internet Control Panel: Security Page: Internet Zone: Allow cut, copy or paste operations from the clipboard via script",Registry,,HKLM:\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\3,1407,,,,,3,=,Medium
10822,Internet Explorer,Internet Control Panel: Security Page: Internet Zone: Allow drag and drop or copy and paste files,Registry,,HKLM:\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\3,1802,,,,,3,=,Medium
10823,Internet Explorer,Internet Control Panel: Security Page: Internet Zone: Allow loading of XAML files,Registry,,HKLM:\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\3,2402,,,,,3,=,Medium
10824,Internet Explorer,Internet Control Panel: Security Page: Internet Zone: Allow only approved domains to use ActiveX controls without prompt,Registry,,HKLM:\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\3,120b,,,,,3,=,Medium
10825,Internet Explorer,Internet Control Panel: Security Page: Internet Zone: Allow only approved domains to use the TDC ActiveX control,Registry,,HKLM:\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\3,120c,,,,,3,=,Medium
10826,Internet Explorer,Internet Control Panel: Security Page: Internet Zone: Allow scripting of Internet Explorer WebBrowser controls,Registry,,HKLM:\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\3,1206,,,,,3,=,Medium
10827,Internet Explorer,Internet Control Panel: Security Page: Internet Zone: Allow script-initiated windows without size or position constraints,Registry,,HKLM:\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\3,2102,,,,,3,=,Medium
10828,Internet Explorer,Internet Control Panel: Security Page: Internet Zone: Allow scriptlets,Registry,,HKLM:\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\3,1209,,,,,3,=,Medium
10829,Internet Explorer,Internet Control Panel: Security Page: Internet Zone: Allow updates to status bar via script,Registry,,HKLM:\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\3,2103,,,,,3,=,Medium
10830,Internet Explorer,Internet Control Panel: Security Page: Internet Zone: Allow VBScript to run in Internet Explorer,Registry,,HKLM:\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\3,140C,,,,,3,=,Medium
10831,Internet Explorer,Internet Control Panel: Security Page: Internet Zone: Automatic prompting for file downloads,Registry,,HKLM:\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\3,2200,,,,,3,=,Medium
10832,Internet Explorer,Internet Control Panel: Security Page: Internet Zone: Don't run antimalware programs against ActiveX controls,Registry,,HKLM:\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\3,270C,,,,,0,=,Medium
10833,Internet Explorer,Internet Control Panel: Security Page: Internet Zone: Download signed ActiveX controls,Registry,,HKLM:\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\3,1001,,,,,3,=,Medium
10834,Internet Explorer,Internet Control Panel: Security Page: Internet Zone: Download unsigned ActiveX controls,Registry,,HKLM:\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\3,1004,,,,,3,=,Medium
10835,Internet Explorer,Internet Control Panel: Security Page: Internet Zone: Enable dragging of content from different domains across windows,Registry,,HKLM:\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\3,2709,,,,,3,=,Medium
10836,Internet Explorer,Internet Control Panel: Security Page: Internet Zone: Enable dragging of content from different domains within a window,Registry,,HKLM:\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\3,2708,,,,,3,=,Medium
10837,Internet Explorer,Internet Control Panel: Security Page: Internet Zone: Include local path when user is uploading files to a server,Registry,,HKLM:\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\3,160A,,,,,3,=,Medium
10838,Internet Explorer,Internet Control Panel: Security Page: Internet Zone: Initialize and script ActiveX controls not marked as safe,Registry,,HKLM:\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\3,1201,,,,,3,=,Medium
10839,Internet Explorer,Internet Control Panel: Security Page: Internet Zone: Java permissions,Registry,,HKLM:\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\3,1C00,,,,,0,=,Medium
10840,Internet Explorer,Internet Control Panel: Security Page: Internet Zone: Launching applications and files in an IFRAME,Registry,,HKLM:\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\3,1804,,,,,3,=,Medium
10841,Internet Explorer,Internet Control Panel: Security Page: Internet Zone: Logon options,Registry,,HKLM:\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\3,1A00,,,,,65536,=,Medium
10842,Internet Explorer,Internet Control Panel: Security Page: Internet Zone: Navigate windows and frames across different domains,Registry,,HKLM:\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\3,1607,,,,,3,=,Medium
10843,Internet Explorer,Internet Control Panel: Security Page: Internet Zone: Run .NET Framework-reliant components not signed with Authenticode,Registry,,HKLM:\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\3,2004,,,,,3,=,Medium
10844,Internet Explorer,Internet Control Panel: Security Page: Internet Zone: Run .NET Framework-reliant components signed with Authenticode,Registry,,HKLM:\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\3,2001,,,,,3,=,Medium
10845,Internet Explorer,Internet Control Panel: Security Page: Internet Zone: Show security warning for potentially unsafe files,Registry,,HKLM:\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\3,1806,,,,,1,=,Medium
10846,Internet Explorer,Internet Control Panel: Security Page: Internet Zone: Turn on Cross-Site Scripting Filter,Registry,,HKLM:\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\3,1409,,,,,0,=,Medium
10847,Internet Explorer,Internet Control Panel: Security Page: Internet Zone: Turn on Protected Mode,Registry,,HKLM:\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\3,2500,,,,,0,=,Medium
10848,Internet Explorer,Internet Control Panel: Security Page: Internet Zone: Turn on SmartScreen Filter scan,Registry,,HKLM:\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\3,2301,,,,,0,=,Medium
10849,Internet Explorer,Internet Control Panel: Security Page: Internet Zone: Use Pop-up Blocker,Registry,,HKLM:\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\3,1809,,,,,0,=,Medium
10850,Internet Explorer,Internet Control Panel: Security Page: Internet Zone: Userdata persistence,Registry,,HKLM:\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\3,1606,,,,,3,=,Medium
10851,Internet Explorer,Internet Control Panel: Security Page: Internet Zone: Web sites in less privileged Web content zones can navigate into this zone,Registry,,HKLM:\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\3,2101,,,,,3,=,Medium
10852,Internet Explorer,Internet Control Panel: Security Page: Intranet Zone: Don't run antimalware programs against ActiveX controls,Registry,,HKLM:\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\1,270C,,,,,0,=,Medium
10853,Internet Explorer,Internet Control Panel: Security Page: Intranet Zone: Initialize and script ActiveX controls not marked as safe,Registry,,HKLM:\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\1,1201,,,,,3,=,Medium
10854,Internet Explorer,Internet Control Panel: Security Page: Intranet Zone: Java permissions,Registry,,HKLM:\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\1,1C00,,,,,65536,=,Medium
10855,Internet Explorer,Internet Control Panel: Security Page: Local Machine Zone: Don't run antimalware programs against ActiveX controls,Registry,,HKLM:\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\0,270C,,,,,0,=,Medium
10856,Internet Explorer,Internet Control Panel: Security Page: Local Machine Zone: Java permissions,Registry,,HKLM:\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\0,1C00,,,,,0,=,Medium
10857,Internet Explorer,Internet Control Panel: Security Page: Locked-Down Internet Zone: Turn on SmartScreen Filter scan,Registry,,HKLM:\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Lockdown_Zones\3,2301,,,,,0,=,Medium
10858,Internet Explorer,Internet Control Panel: Security Page: Locked-Down Intranet Zone: Java permissions,Registry,,HKLM:\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Lockdown_Zones\1,1C00,,,,,0,=,Medium
10859,Internet Explorer,Internet Control Panel: Security Page: Locked-Down Local Machine Zone: Java permissions,Registry,,HKLM:\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Lockdown_Zones\0,1C00,,,,,0,=,Medium
10860,Internet Explorer,Internet Control Panel: Security Page: Locked-Down Restricted Sites Zone: Java permissions,Registry,,HKLM:\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Lockdown_Zones\4,1C00,,,,,0,=,Medium
10861,Internet Explorer,Internet Control Panel: Security Page: Locked-Down Restricted Sites Zone: Turn on SmartScreen Filter scan,Registry,,HKLM:\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Lockdown_Zones\4,2301,,,,,0,=,Medium
10862,Internet Explorer,Internet Control Panel: Security Page: Locked-Down Trusted Sites Zone: Java permissions,Registry,,HKLM:\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Lockdown_Zones\2,1C00,,,,,0,=,Medium
10863,Internet Explorer,Internet Control Panel: Security Page: Restricted Sites Zone: Access data sources across domains,Registry,,HKLM:\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\4,1406,,,,,3,=,Medium
10864,Internet Explorer,Internet Control Panel: Security Page: Restricted Sites Zone: Allow active scripting,Registry,,HKLM:\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\4,1400,,,,,3,=,Medium
10865,Internet Explorer,Internet Control Panel: Security Page: Restricted Sites Zone: Allow binary and script behaviors,Registry,,HKLM:\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\4,2000,,,,,3,=,Medium
10866,Internet Explorer,"Internet Control Panel: Security Page: Restricted Sites Zone: Allow cut, copy or paste operations from the clipboard via script",Registry,,HKLM:\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\4,1407,,,,,3,=,Medium
10867,Internet Explorer,Internet Control Panel: Security Page: Restricted Sites Zone: Allow drag and drop or copy and paste files,Registry,,HKLM:\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\4,1802,,,,,3,=,Medium
10868,Internet Explorer,Internet Control Panel: Security Page: Restricted Sites Zone: Allow file downloads,Registry,,HKLM:\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\4,1803,,,,,3,=,Medium
10869,Internet Explorer,Internet Control Panel: Security Page: Restricted Sites Zone: Allow loading of XAML files,Registry,,HKLM:\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\4,2402,,,,,3,=,Medium
10870,Internet Explorer,Internet Control Panel: Security Page: Restricted Sites Zone: Allow META REFRESH,Registry,,HKLM:\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\4,1608,,,,,3,=,Medium
10871,Internet Explorer,Internet Control Panel: Security Page: Restricted Sites Zone: Allow only approved domains to use ActiveX controls without prompt,Registry,,HKLM:\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\4,120b,,,,,3,=,Medium
10872,Internet Explorer,Internet Control Panel: Security Page: Restricted Sites Zone: Allow only approved domains to use the TDC ActiveX control,Registry,,HKLM:\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\4,120c,,,,,3,=,Medium
10873,Internet Explorer,Internet Control Panel: Security Page: Restricted Sites Zone: Allow scripting of Internet Explorer WebBrowser controls,Registry,,HKLM:\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\4,1206,,,,,3,=,Medium
10874,Internet Explorer,Internet Control Panel: Security Page: Restricted Sites Zone: Allow script-initiated windows without size or position constraints,Registry,,HKLM:\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\4,2102,,,,,3,=,Medium
10875,Internet Explorer,Internet Control Panel: Security Page: Restricted Sites Zone: Allow scriptlets,Registry,,HKLM:\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\4,1209,,,,,3,=,Medium
10876,Internet Explorer,Internet Control Panel: Security Page: Restricted Sites Zone: Allow updates to status bar via script,Registry,,HKLM:\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\4,2103,,,,,3,=,Medium
10877,Internet Explorer,Internet Control Panel: Security Page: Restricted Sites Zone: Allow VBScript to run in Internet Explorer,Registry,,HKLM:\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\4,140C,,,,,3,=,Medium
10878,Internet Explorer,Internet Control Panel: Security Page: Restricted Sites Zone: Automatic prompting for file downloads,Registry,,HKLM:\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\4,2200,,,,,3,=,Medium
10879,Internet Explorer,Internet Control Panel: Security Page: Restricted Sites Zone: Don't run antimalware programs against ActiveX controls,Registry,,HKLM:\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\4,270C,,,,,0,=,Medium
10880,Internet Explorer,Internet Control Panel: Security Page: Restricted Sites Zone: Download signed ActiveX controls,Registry,,HKLM:\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\4,1001,,,,,3,=,Medium
10881,Internet Explorer,Internet Control Panel: Security Page: Restricted Sites Zone: Download unsigned ActiveX controls,Registry,,HKLM:\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\4,1004,,,,,3,=,Medium
10882,Internet Explorer,Internet Control Panel: Security Page: Restricted Sites Zone: Enable dragging of content from different domains across windows,Registry,,HKLM:\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\4,2709,,,,,3,=,Medium
10883,Internet Explorer,Internet Control Panel: Security Page: Restricted Sites Zone: Enable dragging of content from different domains within a window,Registry,,HKLM:\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\4,2708,,,,,3,=,Medium
10884,Internet Explorer,Internet Control Panel: Security Page: Restricted Sites Zone: Include local path when user is uploading files to a server,Registry,,HKLM:\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\4,160A,,,,,3,=,Medium
10885,Internet Explorer,Internet Control Panel: Security Page: Restricted Sites Zone: Initialize and script ActiveX controls not marked as safe,Registry,,HKLM:\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\4,1201,,,,,3,=,Medium
10886,Internet Explorer,Internet Control Panel: Security Page: Restricted Sites Zone: Java permissions,Registry,,HKLM:\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\4,1C00,,,,,0,=,Medium
10887,Internet Explorer,Internet Control Panel: Security Page: Restricted Sites Zone: Launching applications and files in an IFRAME,Registry,,HKLM:\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\4,1804,,,,,3,=,Medium
10888,Internet Explorer,Internet Control Panel: Security Page: Restricted Sites Zone: Logon options,Registry,,HKLM:\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\4,1A00,,,,,196608,=,Medium
10889,Internet Explorer,Internet Control Panel: Security Page: Restricted Sites Zone: Navigate windows and frames across different domains,Registry,,HKLM:\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\4,1607,,,,,3,=,Medium
10890,Internet Explorer,Internet Control Panel: Security Page: Restricted Sites Zone: Run .NET Framework-reliant components not signed with Authenticode,Registry,,HKLM:\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\4,2004,,,,,3,=,Medium
10891,Internet Explorer,Internet Control Panel: Security Page: Restricted Sites Zone: Run .NET Framework-reliant components signed with Authenticode,Registry,,HKLM:\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\4,2001,,,,,3,=,Medium
10892,Internet Explorer,Internet Control Panel: Security Page: Restricted Sites Zone: Run ActiveX controls and plugins,Registry,,HKLM:\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\4,1200,,,,,3,=,Medium
10893,Internet Explorer,Internet Control Panel: Security Page: Restricted Sites Zone: Script ActiveX controls marked safe for scripting,Registry,,HKLM:\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\4,1405,,,,,3,=,Medium
10894,Internet Explorer,Internet Control Panel: Security Page: Restricted Sites Zone: Scripting of Java applets,Registry,,HKLM:\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\4,1402,,,,,3,=,Medium
10895,Internet Explorer,Internet Control Panel: Security Page: Restricted Sites Zone: Show security warning for potentially unsafe files,Registry,,HKLM:\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\4,1806,,,,,3,=,Medium
10896,Internet Explorer,Internet Control Panel: Security Page: Restricted Sites Zone: Turn on Cross-Site Scripting Filter,Registry,,HKLM:\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\4,1409,,,,,0,=,Medium
10897,Internet Explorer,Internet Control Panel: Security Page: Restricted Sites Zone: Turn on Protected Mode,Registry,,HKLM:\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\4,2500,,,,,0,=,Medium
10898,Internet Explorer,Internet Control Panel: Security Page: Restricted Sites Zone: Turn on SmartScreen Filter scan,Registry,,HKLM:\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\4,2301,,,,,0,=,Medium
10899,Internet Explorer,Internet Control Panel: Security Page: Restricted Sites Zone: Use Pop-up Blocker,Registry,,HKLM:\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\4,1809,,,,,0,=,Medium
10900,Internet Explorer,Internet Control Panel: Security Page: Restricted Sites Zone: Userdata persistence,Registry,,HKLM:\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\4,1606,,,,,3,=,Medium
10901,Internet Explorer,Internet Control Panel: Security Page: Restricted Sites Zone: Web sites in less privileged Web content zones can navigate into this zone,Registry,,HKLM:\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\4,2101,,,,,3,=,Medium
10902,Internet Explorer,Internet Control Panel: Security Page: Trusted Sites Zone: Don't run antimalware programs against ActiveX controls,Registry,,HKLM:\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Zones\2,270C,,,,,0,=,Medium
